,rating,reviewerID,asin,review_text,reviewTime,product_id,buyer_id
18,4,A3I52T3ZCLRZZA,B00007GDFV,"I like it except it is not quite big enough for the brand I smoke which is Salem Slim 100s.  They only come in the box type, I do tear the top of the box off but they still get a little smashed up at the filters.","10 11, 2017",13663,484
19,3,A3VWTJR1QOI7JR,B00007GDFV,It is smaller than what I was expecting. The zipper compartment is not big enough .,"10 7, 2017",1289,162
20,5,A1L5PG0YZ4TNSZ,B00007GDFV,love it,"09 17, 2017",2943,239
21,1,A19OTBIPAMJUU1,B00007GDFV,Don't like it. It will not hold my cigarettes. Not long enough.,"07 27, 2017",17997,991
22,4,A3IT0MD9QUFZEK,B00007GDFV,love,"07 16, 2017",18182,546
23,4,A1IER9LE7FBJ95,B00007GDFV,Wonderful item. I have purchased several of these. They last forever unless you lose them.  I am happy with my purchase Buxton is made to last.,"07 2, 2017",3682,914
24,5,A3DZQ7TB4ZUWKG,B00007GDFV,"I just love it! I think this is my six or seven case from Buxton. They are very stylish, durable and proper if you don't want your cigarette packet crushed inside your purse","06 27, 2017",14029,762
25,4,A199RALD1NLRC1,B00007GDFV,made well but will only hold a small pack of ciggs I don't smoke I use  this as a tip holder for work I bought a different one last year but it is falling apart so I replaced it with this brand.  The zipper compartment won't hold anything its to small,"06 22, 2017",15390,906
26,5,AGKFQHYCZNM4C,B00007GDFV,"I've ordered quite a few cases from Amazon and this one is my favorite!!
Beautiful, slim and perfect for smaller handbags!","06 8, 2017",1067,429
27,5,A3U5MNMZSEDZZP,B00007GDFV,Holds my cigarettes and it is durable and looks great.,"05 29, 2017",3489,139
28,1,A3BAY1QXF3EWNZ,B00007GDFV,Does not hold 120s to small for a lighter,"05 28, 2017",17331,599
29,1,A2Z3HHIK3TTV0G,B00007GDFV,"It fits my cigarettes, however very cheep material and smaller than the usual size of these. I would never purchase another one. It seems like a dollar store item","05 5, 2017",11282,41
30,1,A2EUX33TUV4ZDT,B00007GDFV,Terrible quality,"04 26, 2017",7607,525
31,3,A1L18RRN4JRM9X,B00007GDFV,nice but does not fit 100s,"04 26, 2017",2092,183
32,4,A250EKRI26TIFN,B00007GDFV,Good quality,"04 22, 2017",1691,626
33,4,A2MNX0U99140FN,B00007GDFV,I like the case.  A lighter fits in the opening without a problem,"03 29, 2017",15155,388
34,5,AY49M8RQ2DQEZ,B00007GDFV,"I love it , it is the first one that I have found too fit the 120's cigerette's. Thanks so much for finding this case for me.","03 18, 2017",15118,807
35,5,A3AEN8LPIEP9M3,B00007GDFV,I love it thank you,"02 1, 2017",1515,239
36,3,A2B9FMHID9LQIP,B00007GDFV,nice but to small for my 100s cigs,"01 26, 2017",13808,225
37,1,A1ERA1AO8X51GM,B00007GDFV,"Says it fits 100s, nut does not","01 25, 2017",9373,361
38,4,A3SV82X8L7P7BC,B00007GDFV,"The outside pocket isn't wide enough for my needs, but these are SO HARD TO FIND anymore.","01 17, 2017",1462,307
39,5,A1R3T24ZJPSON4,B00007GDFV,Excellent product!,"01 7, 2017",12739,238
40,5,A2WMR9TYUUTERH,B00007GDFV,Excellent product and service! Thank you!,"12 22, 2016",5055,898
41,5,A3G58CS3X3Y2GN,B00007GDFV,Perfect cigarette case.  These are so hard to find anymore that I was delighted with it.,"12 16, 2016",7102,523
42,3,A1200LTZD71U8Z,B00007GDFV,"Too small, and my lighter falls out all the time","11 16, 2016",11911,879
43,2,A1CAOCSFFXYLNY,B00007GDFV,"It's ok, It doesn't close if you have 100's","10 25, 2016",19014,170
44,4,A39QCH6O2YZDW3,B00007GDFV,"Nice quality, but a little small for 100's.  Would be great for shorts.","10 22, 2016",18900,358
45,5,A1UXETM1SKWGUA,B00007GDFV,Exactly what I wanted. THANKS,"10 18, 2016",2855,670
46,5,A2UBF08AD81451,B00007GDFV,"Just what I order,beru pleased.","10 11, 2016",7142,781
47,5,A3GUR769R24GT6,B00007GDFV,all leather,"09 26, 2016",489,735
48,5,ANKPT4Y83UPES,B00007GDFV,This works so very good to keep your cig.. lighter ans anything else you may want to eep in it,"09 14, 2016",17214,460
49,5,A1G296RX7P6LE2,B00007GDFV,Perfect size and really nice!,"09 11, 2016",565,731
50,5,A314QCYP9B2GWL,B00007GDFV,Awesome,"08 20, 2016",13777,264
51,5,A3DPAXQ6HGRS3W,B00007GDFV,"Soft leather, very well made.","08 2, 2016",13102,394
52,5,A1JOKKNG15VE62,B00007GDFV,great!!,"07 30, 2016",5654,570
53,5,A15J2WC6RKXTJF,B00007GDFV,Great,"07 21, 2016",9942,913
54,1,ALJEJH7DMUVB0,B00007GDFV,NOT GOOD FOR ME I THOUGHT IT WAS 100 PK,"05 11, 2016",823,564
55,3,A17MLTZBHMAWJB,B00007GDFV,"Lining in lighter pocket tore within a very short time, had to dab a little contact adhesive between lining and leather to hold it in place and stop it bunching and snagging lighter. Purchased one black one brown, black one used most and has no centre seam down front lighter or rear coin pockets. Brown one has (pointless) decorative centre seam (as usually illustrated) front and rear. Front seam stitching has no reinforcing at lighter pocket opening. Looks likely to give trouble sooner rather than later. Leather is good and solid. Size is spot on for regular (84mm) packs of 20 (after a little use). O.k., But not the ""premium product"" I used to associate with the Buxton name many years ago.","05 6, 2016",12725,360
56,4,A1ALMLGB7P0P9W,B00007GDFV,Good product but not for 100's or 120's.,"03 10, 2016",6072,808
57,1,A766YIHEB710J,B00007GDFV,Too small,"09 17, 2015",4176,368
58,4,A1C4CHINHZ2DQZ,B00007GDFV,"I like this case, but I smoke 100's and it is a little tighter fit than I would like. Otherwise it seems great quality","09 3, 2015",6291,400
59,3,AS0MJDADR27QL,B00007GDFV,Nice case but not really large enough for the 100's cigarettes,"08 19, 2015",13235,311
60,5,AYUZJQLVLF3QS,B00007GDFV,"Great buy...the case is very soft and fits kings only, which is what my mom wanted... only problem is shipping, it arrived over a week later than was promised because it was sent all over the US I stead of straight to me...","08 15, 2015",15357,990
61,4,A2W0ONN65O2TYF,B00007GDFV,"Good, just what I expected.","08 5, 2015",5494,4
62,4,A22PZ25GW4W3BB,B00007GDFV,Bought this for my mom as hers was really worn out. Like the added addition of the zipper pocket!,"07 18, 2015",5387,575
63,5,AY7PVQ0RIC71D,B00007GDFV,"I had been looking for a replacement for a cigarette case I'd had for over 25 years and lost. After reviewing several I settled on this one. It was very well made, the leather was soft, not stiff or cheap looking. I loved the little front pocket that kept my lighter handy and easy to keep up with. There is even a small zippered pocket for change or whatever else. I was very pleased with it. Unfortunately, I had not read the description well enough and I discovered this case DOES NOT fit the 100's. It was such a nice case that I gave it to my daughter rather than return it. She has been more than pleased with it. I'm hoping the new one I have ordered is as nice.","06 4, 2015",5284,237
64,5,A19CJ70DU6QCFL,B00007GDFV,It's just what I wanted.,"06 2, 2015",14580,970
65,3,A3M8TFXX7X72B8,B00007GDFV,Pretty wallet but to small for the cigarettes,"05 15, 2015",17311,270
66,3,A3T2YVSZDD3CM7,B00007GDFV,"I was disappointed to find the my 100's won't fit in this case. Otherwise, it was exactly what I wanted. If there is a bigger one just like this, I wish someone would point it out to me. I'd buy it in a heartbeat!","05 11, 2015",12762,935
67,2,AVOQ2D9EYXWGR,B00007GDFV,Is very small. Doesn't  fit my smokes...,"05 11, 2015",1715,529
68,5,A3P1G82E27TSGT,B00007GDFV,Worked great for my 100's I smoke.  Leather was supple and would definitely buy again. I wish It came in RED or PURPLE. Black is sooo hard to find in a black lined purse.,"05 7, 2015",12636,888
69,4,AQGQYBQYR3STV,B00007GDFV,"Perfect leather cigarette case/purse, if you smoke the shorties. I gave this 4 stars because I didn't read the fine print where it said it will not accommodate Lights 100s aka the longer cigarettes.","04 26, 2015",6388,989
70,5,A3TLFFGO88RXWZ,B00007GDFV,Hard to find and still the best,"04 16, 2015",14938,929
71,4,A1VGWYY619A5XP,B00007GDFV,a little to short but will work,"03 21, 2015",6943,150
72,4,A3T0AMZM20RB0Q,B00007GDFV,"Purchased 2 cases, the quality of the leather is really good, I just wish the case was a little larger,once you put your cigarettes and lighter in the case you don't have any room
to put anything in the little side zip pocket.","03 19, 2015",2394,770
73,2,AY7JAF0XNNP2Y,B00007GDFV,doesn't fit 100's,"03 17, 2015",18644,856
74,2,A19IPL5EJ0LPXM,B00007GDFV,It does not fit 100's,"03 6, 2015",11064,715
75,1,A27FYT0ON5V4YP,B00007GDFV,"This product is not a good fit as it does not hold 100s, so I have to send it back.","02 2, 2015",18106,872
76,5,A1HUT1KXYIX10E,B00007GDFV,Love this case I have had about 10 of them over the years so glad you carry them,"01 13, 2015",13768,80
77,1,A1C9V3D7VQY0N0,B00007GDFV,I ordered black got brown not happy!,"01 9, 2015",16221,465
78,5,A10FS7ZU5TZX5U,B00007GDFV,Buxton has always used quality leather in all of the products they have offered over the years and they still do. The case is very well constructed and should last many years.,"10 9, 2014",6003,727
79,4,A3RIJKIV3O22D7,B00007GDFV,barely holds a pack of 100's but would be better if i smoked regulars,"09 11, 2014",15769,485
80,5,AP8XUU73JEDOD,B00007GDFV,Very pleased with this cigarette case. I've had the exact same one before but I lost it. It holds up really well compared to some other cases I've owned. You won't be sorry if you purchase this and the price is right.,"09 5, 2014",10179,405
81,5,A1N8J8NF8LKHMZ,B00007GDFV,Perfect and durable. I love the look and feel of this case. I have purchased two different colors and considering a third. Love it!,"08 19, 2014",16734,965
82,4,A3AME91RJHPFCF,B00007GDFV,Great value at price.,"08 2, 2014",10404,449
83,5,A3I3NVZFMPFN0L,B00007GDFV,"Well made, nice leather too!","07 29, 2014",5753,211
84,3,A2YOEYF1R5Y3ZK,B00007GDFV,"IT IS ATTRACTIVE, BUT IT'S ON THE SMALL SIDE. MY CIGARETTES DO FIT IN THERE, BUT WITH FORCING. THE LONGER THAT I USE IT, THE MORE IT STRETCHES OUT SOME. IT'S NOT AS TIGHT AS IN THE BEGINNING.","07 15, 2014",5114,818
85,5,AM30JIRURQZHW,B00007GDFV,"I bought this for a relative of mine. I haven't seen it as I sent it to her in another state. But She said that she really likes it, is very happy with it. Its just what she wanted.  it is made very well.","05 28, 2014",459,626
86,5,A3F3OTRNPZ5735,B00007GDFV,"I cannot believe this case cost as little as it did.  I was skeptical of what the quality was going to be like after I ordered it.  When I received it I was amazed because it is real leather and it looks fabulous.  It is a little snug if you try to put a hard pack in it but all you have to do is tear off the top off the cigarettes and they fit.

GREAT BUY","05 8, 2014",10896,258
87,5,A1K7SS85XHUHN9,B00007GDFV,"I ordered the Buxton Heiress collection Black  Leather cigarette Case with lighter pocket, instead I received Urban Express Sandra Framed Wallet, Pewter, the  wallet is mismarked, The code bar on the wallet is for  the Buxton Cigarette case, just wrong merchandise, I am returning it in exchange for the Black Heiress collection cigarette case that I ordered, as for your merchandise I am very happy with it,","04 15, 2014",12866,544
88,1,A3F4Y6VLM65ENP,B00007GDFV,"The material did not feel like leather at all.  Felt very cheap and plasticy and like it would rip very easily.  Returned this.
The seller however was great - very quick shipping and return processing.","03 1, 2014",6407,653
89,1,A3A91NZUKX73XR,B00007GDFV,"would not hold box she did not like it too small
would not tell anyone else to buy this product","02 22, 2014",3822,819
90,1,A3NFKIEHPH3804,B00007GDFV,Bought this for my wife and did not read the fine print. I thought it safe to assume a women's cigarette case would hold 100's. Not the case (pardon the punn). so I had to return this and buy the correct size which of course can be found on Amazon.,"02 9, 2014",4878,630
91,4,A2YOE75F9F3J9G,B00007GDFV,"This was a gift, and the recipient loved it. It suits the purpose it was intended for when I purchased it.","01 29, 2014",12021,38
92,5,A177PJCG55V7VC,B00007GDFV,this was a gift and the party was very happy with it  only if could be a little larger for larger pkg. .leather was  very soft.,"01 3, 2014",6552,320
93,3,ADJHG92KR09E5,B00007GDFV,Smaller than my previous case that was the same brand ect...  Quality is good as always. Just wish it had been larger.,"12 17, 2013",12830,385
94,5,A2OQYZLYAY56CG,B00007GDFV,I use the same case for my smokes. the last one lasted 6 years that's why I always buy this one! love it,"11 21, 2013",4824,972
95,1,A18OTKD24P3AT8,B00008JOQI,"We tried these shirts in the pinpoint fabric, but after washing they are the worst wrinkled shirt I have ever tried.  I have a steam dryer and it looks like it was rolled into a ball wet and then dried, awful!  The quality is fine, but if you iron your own shirts beware.  Probably okay if you use the cleaners.","08 5, 2013",9845,960
96,5,A6NHYSECVGF1O,B00008JOQI,Hard to find shirts that are not non-iron (which don't hold up well to commercial laundering) anymore. These are good.,"07 22, 2017",18533,583
97,2,A1BB1HMMA1GAX8,B00008JOQI,"Below average for the money.  The button holes are poorly finished and the fabric is thin enough that you'll want to wear an undershirt.  I have no doubt it'll shrink badly if washed.  There is NO wrinkle control so it arrived folded but looked like an old rag when unpackaged.  This just adds to the fact it's cheap material.  I see this as a dry clean only occasional use dress shirt.

The sad thing is their other shirts may use better material but if they don't and I paid $69 for a shirt of this quality I'd return it.  My search continues for a good quality dress shirt at a reasonable price!","07 17, 2017",13111,961
98,3,AH0JJ8U0ZD5MW,B00008JOQI,The fit was a bit awkward for my athletic body type.  Fabric quality overall is good.,"04 22, 2017",18016,861
99,5,A2B8OK6BF131MR,B00008JOQI,Great style with quality fabric and nice fit,"12 19, 2016",15489,827
100,5,AL5UUEGXJFDGU,B00008JOQI,Good quality,"09 2, 2016",16001,788
101,1,A9V8024463QJ8,B00008JOQI,Does not perform nearly as well as other cotton no iron shirts. Wrinkles badly,"08 27, 2016",11748,674
102,5,A2I41T5MWHC5P6,B00008JOQI,Great quality and comfortable to wear,"08 26, 2016",13381,798
103,5,A3JBQ1G40K4PTB,B00008JOQI,Great shirt with specific sleeve length.  Not 34/35 mess.,"08 9, 2016",11355,919
104,3,A2AOVBHOW6G16W,B00008JOQI,"A bit smaller fit than some of the other brands I have bought, and a bit Short on the tail. nice shirt though","07 27, 2016",17898,819
105,5,A2FWCK87TGOTW3,B00008JOQI,"Good quality shirt, fit as expected.","07 23, 2016",10041,522
106,2,A171RNFRNY9HNI,B00008JOQI,"As other reviewers have said, this shirt fit fine out of the package, but with one washing (yes, I read the label directions), the shirt sleeve shrank significantly in length (more than 1"", leaving no cuff exposure possible on me with a jacket), and the collar shrunk enough to be uncomfortable to button. Still fine for a use as a casual shirt with some jeans, it seems well made and with a comfortable fabric, but the shrinkage makes this an unacceptable product for a dress wardrobe. That's really a shame, because the shirt feels great otherwise.","07 10, 2016",13567,150
107,1,A2BGZMJMR6AF42,B00008JOQI,"This shirt was the right size when it arrived.  After I washed it once in cold water, it shrank excessively.  The sleeves shorten by one and a half inches.  I would not recommend this shirt or anything else from this vendor.","05 26, 2016",355,425
108,3,A2O4K7BUGQGXT9,B00008JOQI,It's ok,"05 18, 2016",12990,241
109,3,A9417A2907DK7,B00008JOQI,"This shirt came slightly soiled apparently from the automatic folding machines.  Paul Frederick customer service was easy to deal with.  However, the shirt ran a bit small.  The supposed 35"" sleeves were barely long enough, and my husband has consistently worn a 16-1/2 x 35 shirt size for years.  Be aware that there is no wrinkle-guard protection in this all-cotton shirt.  I didn't notice that when ordering, and it was a challenge to iron the ""rumpled look"" out.","05 18, 2016",4191,625
110,5,AT8LD1QU5B9CC,B00008JOQI,"Great fit, great deal ... classic shirt!  The Paul Fredrick line does it again!","05 8, 2016",16961,595
111,4,A2EWAKLL1ACXGO,B00008JOQI,Great material and feel.  Somewhat snugger around the waist vs other regular fit oxfords.,"03 16, 2016",18103,137
112,2,A3TEQGNN0AFHUM,B00008JOQI,Shirt is ok ok neck and sleeve but the body is too big,"03 2, 2016",7543,116
113,1,A2KB1EK5N1IVLO,B00008JOQI,Shirt fit fine out of packaging. Washed according to instructions. Shirt Shrunk and could not be buttoned.,"01 15, 2016",18957,432
114,4,AAQO19HKS86MQ,B00008JOQI,Nice shirt,"12 9, 2015",1953,410
115,2,A23FAZEVCMA39K,B00008JOQI,Fits too big,"10 14, 2015",3804,213
116,5,ARSZJ2AHK4QRO,B00008JOQI,Good quality shirt.,"09 28, 2015",3318,659
117,5,A1B7VIQNHATB67,B00008JOQI,great for pleasure or work,"08 25, 2015",14798,373
118,5,A2THLDAYZ5RX5A,B00008JOQI,Nice shirt at a great price.,"07 6, 2015",1954,818
119,5,AS0TPK10UFVH3,B00008JOQI,Beautiful shirt. Very high quality cotton.,"03 6, 2015",1512,201
120,4,AB3TFX36HZYZJ,B00008JOQI,"Gorgeous shirt, fits as expected and looks just as sharp in person. My one complaint about the Paul Fredrick shirts is that the cuff only has one button. It fits loosely around my wrists so I had the tailor move the button for a better fit.

But for that I would have given five stars.","09 27, 2014",4004,69
121,5,A10HLCDMPPN121,B00008JOQI,Great Fit!,"08 12, 2014",3923,524
122,5,A2WR857PPLO3V0,B00008JOQI,Good fit,"07 5, 2014",11979,955
123,2,A3AWQGJ4F2UXR,B00008JOQI,"Made in China. Over priced. All mine will be EAGLE. Suggest that anyone wanting a Paul Fredrick, check out Eagle Men's !","06 30, 2014",11306,801
124,4,A3126KT1D7PTXK,B00008JOQI,"I've worn this shirt about every other week for a little over a year now, and it's held up very well. No fraying around the cuffs, the buttons remain secure, and the feel of the cloth remains butter-smooth. It costs a wee bit more than other lesser-quality shirts, and I think the extra expense is worth it.","05 22, 2014",8370,197
125,5,A1NMQMRQQLR2UG,B00008JOQI,"I was looking at the previous review and I think they missed the boat on this one. I don't think they understood what they purchased. This is a pinpoint 2 ply oxford. Naturally very wrinkle prone. This doesn't make the shirt a bad one. In fact in my mind it's on of the best quality shirts you can buy. You must either be very good with a iron and starch or have these pressed for $1.50. I recommend the latter but my wife does an ok job ironing these. I own about 20 Paul Frederick shirts and I like them all. You cant beat the quality especially if get them on sale like I do.

I also recommend Kirkland (Costco brand) which is the best shirt on the market other than brooks brothers,

These are much better than the other brands like, Van Hussein, Geoffrey Bean and Claiborne for sure...","08 11, 2013",18152,942
126,3,A1PCMJD9W0HZZ4,B00008JQF0,"This is a great shirt, but with any quality shirt, it requires careful laundering. However, you will find it at a better price directly on the Paul Frederick website.","09 20, 2013",16700,681
127,1,A14AQ16JSRCGG4,B00008JQF0,"Don't buy this shirt unless you plan to spend lots of money on laundry.  For the price, I expected a shirt that would be basically wrinkle free.  I have many all cotton shirts that do not need to be ironed after every washing.  This is not one of them.  Not worth the cost.","09 13, 2012",19546,2
128,4,A32HMASFF2K3YE,B00008JQF0,"Nice shirt, Well made. good sizing. Nice color. Will need ironing. He wore it for our wedding reception. He looked great.","08 20, 2012",11849,625
129,5,A2DI0U6NMUX8XV,B00008JQF0,Finally a shirt that fits!  I have a thick neck :)  normal sized shirts for my frame choke me even when my wife moves the button.  These don't.  They could be softer though and usually need ironing.,"12 12, 2017",19060,926
130,5,A2VJG8EMMT7BR8,B00008JQF0,Fits perfectly,"09 29, 2017",10337,18
131,2,A3N5OHDOXF9WTR,B00008JQF0,Other reviewers said these shirts were hard to iron. I should have listened. Once you do get them ironed you can be guaranteed that any movement will bring those wrinkles back immediately. I wore the shirt for 2 hours and it looked like I'd slept in it for a week.,"08 23, 2017",9844,42
132,5,A1JT15WYDWF38V,B00008JQF0,"wanted a lose fit, the sleeve cuff buttons  could be tighter","08 16, 2017",12898,517
133,5,A3NA7CO3GDS0U8,B00008JQF0,Excelente.,"08 8, 2017",702,586
134,5,A2WTU9REGJHBRE,B00008JQF0,This is a great shirt!  It feels like the same construction and material of others that cost 5 times as much.  I can't recommend Paul Fredrick enough if you are looking for quality apparel at reasonable prices.,"05 17, 2017",8544,549
135,5,A1NN7H8X2QL6CI,B00008JQF0,I see the bad reviews so I Have to post mine. This shirt is fantastic. The complete equivilant of a $100 department store shirt. It's bright white. Fits and looks great. I do send them to the laundry after I wear it. Dont be foooled by the cheap price this shirt is perfect to wear with an expensive suit,"10 23, 2016",6802,715
136,1,ADURUVC4VLXIN,B00008JQF0,"needs to be iron and its takes a long time to do that I won,t buy them again","06 13, 2016",9212,255
137,2,A2SBAA4019EEZW,B00008JQF0,too large,"06 7, 2016",121,945
138,2,A34NE60YJ974D4,B00008JQF0,The other reviewers are right.  You literally cannot get the wrinkles out of this shirt.  My dry cleaners press this thing multiple times and it still show creases.,"10 27, 2015",13824,242
139,5,AD7PXS8VST4U6,B00008JVTT,"If you want a look that takes it back to the Old School, buy this shirt. It isn't as appreciated as it used to be, but it's just as relevant now as it was back then. Perfect with a classic black tie for job interviews. However, stay aware of the buttons leading up to the cufflinks. Sometimes they can snap off if not attended to. Other than that, a shirt of sophistication. Guaranteed.","10 19, 2011",8338,692
140,5,A30PXHB1PYPLNR,B00008JVTT,Love the shirt.  My husband loves it so much.  He loves the neck and the material bar for the tie.  Fits great.  I recommend this product.  Your husband will love it.  Quality great.,"01 2, 2017",7514,251
141,5,AKVM0C7Y1S5CY,B00008JVTT,"Beautiful shirt. Love the snap tab collar, older ones were button tab closure which could be difficult to maneuver.
Only negative is the collar which is my size but seemed a size larger.","12 21, 2016",17816,239
142,5,A2RYZTKPWYLXX2,B00008JVTT,Great shirt. Really looks nice with my suit,"11 24, 2016",3417,94
143,3,A36MESF3CJXC75,B00008JVTT,"Fit was spot on. Only bad thing about it is that it wrinkles easily. I misread and though it was a ""no iron"" shirt, though I am very happy with its look and it feels like decent quality. Also wish it wasn't made in China!","11 18, 2016",10354,863
144,5,AF8L47BBO3V6Z,B00008JVTT,great shirt,"10 10, 2016",18114,157
145,5,AQ4WJV2CF1ZXC,B00008JVTT,quality at a good price,"09 12, 2016",8934,977
146,5,A2X6P8TV9T1NVJ,B00008JVTT,I have nothing but good to say about the Paul Fredrick tab collar French cuff dress shirt.  Shirt fits perfectly and looks very very nice!,"08 19, 2016",8759,475
147,5,A3EUPBV8BKGUX2,B00008JVTT,"Great quality- only type of shirts I want from now on, love that it snaps behind the tie and keeps my tie in place as well!","06 22, 2016",11980,579
148,5,A2IOAWT8HHT0GF,B00008JVTT,quite happy,"06 8, 2016",16164,746
149,4,A2O1EWK4R2JWKQ,B00008JVTT,"Good fit, good quality.  But the 100% cotton wrinkles easily.","05 9, 2016",11002,226
150,5,A212EK7NBRSTPD,B00008JVTT,Very nice shirt.,"05 4, 2016",18178,511
151,4,A3VF06LVDQNAP0,B00008JVTT,Very nice shirt.  Fits as expected.  The material is nice; light weight but not flimsy or see-through.  I wish it came in a few other basic colors.,"04 25, 2016",14084,911
152,5,A1XAJBDZ2SHJGG,B00008JVTT,"It's a great shirt, and fits me perfectly.  I think it's a great buy for the price.  The logistics of ordering and delivery were exactly as promised.","04 19, 2016",17866,329
153,1,A7NPAMK2EDVD4,B00008JVTT,"Pres of co..wear dress shirts and ties every day.
Shirt fit great...but wrinkled fast than any shirt Ive ever seen.  Will keep for only special occasions","04 18, 2016",9699,472
154,5,A2KYTOLCBSNCER,B00008JVTT,I expected it to fit comfortably & it did,"03 29, 2016",14759,99
155,5,AFCKJ61O6600Y,B00008JVTT,Great shirt. It popped as expected and helped me stand out amongst the crowd.,"12 15, 2015",4727,298
156,5,A1ORAHOV5ETP4H,B00008JVTT,Nice shirt. Just as I expected. 5 stars.,"07 7, 2015",12694,229
157,4,A3NNTBQHPGLU3,B00008JVTT,"This is a great looking, comfortable shirt, I will have to learn to tie smaller knots. The instructions are on the back of their neckties package for various styles has helped.","01 13, 2015",353,625
158,4,A2SC7FFP4QQYTP,B00008JVTT,I say not a bad buy for not having to go into a store and try them on. THink I may buy another,"03 7, 2013",6223,964
159,5,A3A7JUDMBDH44S,B00008JVTT,"Shopping through Amazon provides a large number of products to choose from and sizes difficult to find in stores. The shirt I ordered is quality and I am very pleased plus it saved me considerable time from not having to search stacks of shirts to find 171/2, 32inch sleeve.","02 6, 2012",14295,642
160,5,ALEK0D8FSKKN6,B00008JPRZ,Great shirt.,"05 15, 2016",4797,431
161,4,AFB7H4LJ90EJE,B00008JPRZ,I liked the shirts! They fit as expected however they will require a little more maintenance in that they are not wrinkle free.,"04 27, 2016",13757,334
162,5,A2ZCPN6CF6QVDN,B00008JPRZ,excellent,"04 18, 2016",6824,16
163,5,AV92YP7SOZ2S1,B00008JPRZ,great,"09 19, 2015",5920,446
164,3,AKD6SCHVCAI70,B00008JPRZ,"cuff's are a little tight, tab collar doesn't fit tie very well it leaves openings on the side after trying different knot sizes","05 20, 2014",13648,176
