notif_id,user_id,seen,text,timestamp
89,27,0,,2014-02-23 01:35:17
90,14,0,,2014-02-10 02:57:27
91,18,0,,2014-01-29 22:48:38
92,4,0,,2014-01-03 15:41:35
93,150,0,,2013-12-18 02:34:18
94,198,0,,2013-11-21 12:30:41
95,139,0,,2013-08-05 21:43:23
96,76,0,,2017-07-22 07:15:10
97,76,0,,2017-07-17 18:12:16
98,66,0,,2017-04-23 00:03:45
99,32,0,,2016-12-19 21:57:03
100,5,0,,2016-09-03 02:49:29
101,199,0,,2016-08-27 22:12:57
102,34,0,,2016-08-26 20:14:29
103,57,0,,2016-08-10 02:23:22
104,91,0,,2016-07-27 07:00:44
105,186,0,,2016-07-23 08:01:12
106,160,0,,2016-07-10 10:43:58
107,87,0,,2016-05-27 03:49:18
108,21,0,,2016-05-18 12:14:45
109,169,0,,2016-05-19 00:54:41
110,156,0,,2016-05-08 23:05:37
111,142,0,,2016-03-17 03:52:33
112,153,0,,2016-03-03 03:52:42
113,105,0,,2016-01-15 22:29:48
114,83,0,,2015-12-09 06:29:00
115,130,0,,2015-10-14 10:37:32
116,22,0,,2015-09-28 18:24:35
117,184,0,,2015-08-25 13:45:17
118,168,0,,2015-07-06 18:52:15
119,36,0,,2015-03-07 01:34:05
120,86,0,,2014-09-27 13:30:53
121,164,0,,2014-08-13 05:01:21
122,198,0,,2014-07-05 12:03:11
123,12,0,,2014-06-30 17:20:03
124,10,0,,2014-05-22 10:57:38
125,41,0,,2013-08-11 21:58:28
126,75,0,,2013-09-20 08:28:01
127,37,0,,2012-09-13 15:22:04
128,42,0,,2012-08-20 07:56:05
129,177,0,,2017-12-12 16:26:37
130,73,0,,2017-09-29 18:59:56
131,195,0,,2017-08-24 03:52:31
132,151,0,,2017-08-16 15:16:00
133,1,0,,2017-08-09 03:03:45
134,39,0,,2017-05-17 18:21:05
135,161,0,,2016-10-23 08:20:42
136,32,0,,2016-06-13 11:16:13
137,8,0,,2016-06-07 13:38:05
138,141,0,,2015-10-27 18:28:33
139,26,0,,2011-10-19 09:02:34
140,22,0,,2017-01-02 15:21:15
141,103,0,,2016-12-21 22:33:49
142,1,0,,2016-11-24 23:58:16
143,120,0,,2016-11-19 02:10:35
144,117,0,,2016-10-10 09:00:22
145,66,0,,2016-09-12 11:18:42
146,40,0,,2016-08-20 05:06:41
147,47,0,,2016-06-22 21:17:35
148,37,0,,2016-06-08 13:09:59
149,96,0,,2016-05-10 04:20:20
150,24,0,,2016-05-04 07:53:43
151,115,0,,2016-04-25 20:06:05
152,191,0,,2016-04-20 02:04:55
153,117,0,,2016-04-18 09:49:59
154,146,0,,2016-03-30 02:14:23
155,192,0,,2015-12-15 20:29:33
156,30,0,,2015-07-07 19:02:09
157,14,0,,2015-01-13 10:33:09
158,30,0,,2013-03-07 12:23:54
159,88,0,,2012-02-06 20:40:58
160,91,0,,2016-05-15 19:12:42
161,130,0,,2016-04-27 19:56:42
162,108,0,,2016-04-18 12:31:01
163,120,0,,2015-09-19 22:34:25
164,183,0,,2014-05-21 05:41:20
165,55,0,,2011-02-17 07:20:04
166,114,0,,2007-07-22 12:42:50
167,83,0,,2017-07-17 14:54:14
168,173,0,,2017-06-25 08:07:30
169,48,0,,2017-03-29 22:41:10
170,144,0,,2017-01-15 08:29:44
171,153,0,,2016-12-13 16:36:32
172,8,0,,2016-11-16 17:28:02
173,137,0,,2016-10-25 23:03:52
174,71,0,,2016-09-12 08:58:45
175,17,0,,2016-08-29 00:33:31
176,89,0,,2016-05-25 17:43:24
177,124,0,,2007-09-07 06:49:02
178,195,0,,2007-02-02 03:02:06
179,53,0,,2006-02-21 13:43:01
180,167,0,,2004-12-08 18:04:00
181,45,0,,2008-11-02 17:16:33
182,90,0,,2008-09-07 14:40:18
183,77,0,,2008-02-08 10:49:33
184,176,0,,2008-01-30 07:42:20
185,123,0,,2008-01-20 14:50:34
186,113,0,,2008-01-12 21:30:54
187,99,0,,2008-01-11 01:47:56
188,32,0,,2007-12-27 21:48:58
189,118,0,,2007-12-20 13:19:05
190,38,0,,2007-12-03 17:07:47
191,173,0,,2006-04-28 03:40:49
192,159,0,,2006-03-09 12:03:04
193,160,0,,2006-03-02 17:17:13
194,154,0,,2005-08-23 05:02:27
195,191,0,,2005-08-02 05:58:12
196,176,0,,2004-09-20 04:51:41
197,121,0,,2004-01-29 16:33:16
198,153,0,,2003-12-30 09:24:45
199,173,0,,2003-11-20 02:28:12
200,121,0,,2010-06-04 23:56:44
201,41,0,,2010-01-08 07:18:55
202,173,0,,2009-01-07 17:05:55
203,86,0,,2008-01-09 08:49:22
204,44,0,,2007-01-03 20:46:34
205,57,0,,2006-06-03 05:15:10
206,28,0,,2011-05-19 05:07:48
207,196,0,,2010-08-20 07:50:01
208,96,0,,2009-05-09 10:19:54
209,76,0,,2007-10-29 00:23:04
210,172,0,,2012-01-02 07:18:10
211,57,0,,2011-12-27 14:24:40
212,140,0,,2011-12-08 06:16:45
213,93,0,,2011-11-13 19:29:31
214,52,0,,2011-08-26 07:14:26
215,124,0,,2011-08-03 07:51:55
216,103,0,,2011-04-22 01:42:08
217,15,0,,2010-11-17 03:04:59
218,152,0,,2010-07-05 13:08:59
219,163,0,,2010-06-05 19:10:59
220,77,0,,2008-04-30 01:58:52
221,184,0,,2013-05-30 17:22:04
222,135,0,,2013-05-18 08:26:03
223,65,0,,2013-05-10 21:38:00
224,50,0,,2013-01-12 15:55:18
225,122,0,,2012-12-26 03:55:14
226,84,0,,2011-08-30 00:38:08
227,182,0,,2011-03-05 23:44:04
228,90,0,,2011-01-30 19:09:01
229,160,0,,2010-12-10 01:37:32
230,91,0,,2010-11-24 22:24:15
231,175,0,,2006-11-17 22:48:24
232,107,0,,2008-04-07 18:10:58
233,78,0,,2007-09-13 15:52:51
234,161,0,,2007-07-26 16:03:38
235,99,0,,2007-07-21 03:26:51
236,18,0,,2007-05-22 20:40:52
237,10,0,,2007-05-16 12:56:58
238,116,0,,2007-01-19 19:36:04
239,30,0,,2007-01-18 09:20:26
240,92,0,,2006-07-03 18:49:52
241,56,0,,2006-02-27 10:18:34
242,136,0,,2010-05-23 02:36:07
243,188,0,,2010-05-20 15:29:25
244,104,0,,2010-05-19 12:30:18
245,57,0,,2010-05-18 03:50:16
246,147,0,,2009-01-11 21:34:54
247,169,0,,2008-10-30 18:30:36
248,28,0,,2008-08-31 06:57:13
249,110,0,,2008-06-24 03:19:48
250,4,0,,2008-06-06 00:41:22
251,143,0,,2008-04-08 14:41:10
252,95,0,,2016-08-04 10:24:34
253,195,0,,2016-06-28 21:05:41
254,10,0,,2016-06-22 15:08:23
255,85,0,,2016-04-18 21:17:56
256,23,0,,2016-03-22 00:25:05
257,38,0,,2017-05-16 02:16:43
258,123,0,,2016-12-30 19:52:49
259,153,0,,2016-12-28 15:56:17
260,5,0,,2016-12-08 00:16:00
261,137,0,,2016-11-14 13:25:50
262,84,0,,2016-11-08 20:18:48
263,110,0,,2016-11-01 02:20:41
264,122,0,,2016-09-23 08:33:34
265,15,0,,2016-08-22 20:33:24
266,182,0,,2016-08-16 20:11:27
267,82,0,,2011-02-23 05:03:32
268,114,0,,2010-10-16 21:25:32
269,31,0,,2009-11-03 05:27:31
270,98,0,,2008-11-11 07:18:18
271,182,0,,2015-09-08 22:39:09
272,78,0,,2015-04-13 20:16:27
273,46,0,,2015-04-05 19:15:37
274,83,0,,2014-12-16 01:00:21
275,137,0,,2014-10-08 16:40:50
276,33,0,,2014-09-26 12:53:07
277,163,0,,2014-07-12 11:40:56
278,43,0,,2014-02-15 04:40:57
279,129,0,,2013-06-25 06:49:58
280,35,0,,2011-10-17 02:03:24
281,8,0,,2016-08-30 04:51:04
282,106,0,,2014-07-18 20:20:37
283,186,0,,2013-06-09 07:35:32
284,116,0,,2013-04-05 09:39:45
285,87,0,,2013-01-28 12:45:18
286,18,0,,2013-01-17 04:57:27
287,131,0,,2011-01-03 11:10:46
288,88,0,,2010-08-10 14:38:13
289,117,0,,2008-09-07 17:41:46
290,109,0,,2006-07-09 00:40:05
291,88,0,,2010-07-11 20:42:12
292,180,0,,2009-05-13 12:44:45
293,4,0,,2017-10-05 01:31:16
294,186,0,,2017-10-03 20:25:37
295,155,0,,2017-09-11 06:29:11
296,146,0,,2017-09-05 09:08:37
297,81,0,,2017-08-19 16:01:56
298,155,0,,2017-08-17 07:07:17
299,98,0,,2017-08-15 02:36:55
300,167,0,,2017-08-03 23:52:20
301,28,0,,2017-06-29 02:05:08
302,165,0,,2017-05-30 00:57:01
303,89,0,,2017-05-10 23:40:24
304,98,0,,2017-04-16 04:07:16
305,30,0,,2017-04-12 12:32:48
306,49,0,,2017-04-05 12:58:47
307,1,0,,2017-03-14 07:39:21
308,32,0,,2017-03-08 17:00:43
309,47,0,,2017-01-31 21:09:46
310,116,0,,2017-01-25 04:47:04
311,62,0,,2017-01-19 18:13:04
312,144,0,,2016-12-11 16:45:01
313,33,0,,2016-11-30 16:13:08
314,68,0,,2016-11-30 12:06:05
315,21,0,,2016-10-30 06:21:14
316,188,0,,2016-10-25 06:35:46
317,95,0,,2016-10-15 21:31:04
318,40,0,,2016-09-28 15:43:49
319,13,0,,2016-09-26 14:59:40
320,50,0,,2016-09-18 22:14:59
321,182,0,,2016-09-06 11:16:02
322,85,0,,2016-08-25 21:41:56
323,143,0,,2016-08-10 19:13:10
324,136,0,,2016-07-28 10:24:08
325,79,0,,2016-07-27 13:12:03
326,99,0,,2016-07-13 03:51:50
327,181,0,,2016-06-17 22:25:03
328,35,0,,2016-06-13 02:29:56
329,158,0,,2016-06-11 10:28:27
330,24,0,,2016-06-09 09:05:29
331,137,0,,2016-06-03 12:41:49
332,91,0,,2016-04-30 20:50:38
333,87,0,,2016-04-21 04:55:03
334,85,0,,2016-04-18 16:04:45
335,196,0,,2016-04-17 01:56:14
336,190,0,,2016-03-25 07:29:19
337,94,0,,2016-03-08 01:21:48
338,78,0,,2016-03-03 10:13:17
339,185,0,,2016-03-01 10:12:48
340,146,0,,2016-02-20 17:33:43
341,123,0,,2016-02-15 00:22:43
342,99,0,,2016-02-14 15:12:19
343,109,0,,2016-02-11 14:21:47
344,95,0,,2016-02-08 16:02:43
345,175,0,,2016-02-03 14:37:31
346,39,0,,2016-02-01 05:16:21
347,175,0,,2016-01-31 04:15:44
348,185,0,,2016-01-20 11:03:42
349,89,0,,2016-01-18 15:52:55
350,71,0,,2016-01-16 03:03:15
351,51,0,,2016-01-16 04:07:38
352,63,0,,2016-01-06 11:18:09
353,128,0,,2016-01-05 10:00:11
354,118,0,,2016-01-01 10:09:52
355,166,0,,2015-12-22 03:12:06
356,44,0,,2015-12-12 21:36:20
357,198,0,,2015-12-06 15:38:22
358,156,0,,2015-11-25 20:06:56
359,77,0,,2015-11-22 15:24:14
360,156,0,,2015-11-22 22:44:50
361,121,0,,2015-11-16 17:36:36
362,118,0,,2015-11-16 19:53:53
363,85,0,,2015-11-12 00:14:36
364,94,0,,2015-11-08 17:49:12
365,93,0,,2015-11-03 00:16:41
366,188,0,,2015-11-01 13:19:29
367,22,0,,2015-10-27 01:26:26
368,128,0,,2015-10-25 09:23:55
369,99,0,,2015-10-20 21:16:51
370,62,0,,2015-10-20 01:22:46
371,142,0,,2015-10-19 06:10:45
372,193,0,,2015-10-08 13:33:40
373,118,0,,2015-10-04 01:18:47
374,48,0,,2015-10-04 01:13:18
375,149,0,,2015-09-28 17:23:49
376,15,0,,2015-09-28 15:15:34
377,191,0,,2015-09-27 07:08:16
378,177,0,,2015-09-19 08:04:31
379,71,0,,2015-09-15 19:57:29
380,187,0,,2015-09-14 22:54:10
381,30,0,,2015-09-13 23:15:44
382,136,0,,2015-09-02 07:04:46
383,64,0,,2015-09-01 16:21:01
384,120,0,,2015-08-25 02:28:28
385,77,0,,2015-08-22 09:15:49
386,24,0,,2015-08-07 17:36:31
387,59,0,,2015-08-07 09:17:22
388,156,0,,2015-08-05 18:39:22
389,107,0,,2015-08-01 19:26:22
390,180,0,,2015-07-30 21:48:37
391,98,0,,2015-07-30 06:45:33
392,13,0,,2015-07-23 16:32:28
393,188,0,,2015-07-18 23:41:38
394,166,0,,2015-07-17 23:45:09
395,182,0,,2015-07-13 02:22:25
396,111,0,,2015-07-12 17:46:00
397,171,0,,2015-07-06 11:53:17
398,196,0,,2015-06-30 03:56:10
399,119,0,,2015-06-25 07:19:36
400,57,0,,2015-06-19 11:56:03
401,50,0,,2015-06-19 01:37:09
402,83,0,,2015-06-11 17:35:46
403,143,0,,2015-06-10 06:34:35
404,39,0,,2015-06-09 13:14:01
405,109,0,,2015-06-09 21:18:07
406,172,0,,2015-06-07 08:29:03
407,8,0,,2015-06-05 01:30:50
408,127,0,,2015-05-29 16:31:05
409,133,0,,2015-05-28 17:02:03
410,104,0,,2015-05-26 13:47:46
411,122,0,,2015-05-25 21:36:10
412,17,0,,2015-05-23 07:25:12
413,25,0,,2015-05-24 03:42:25
414,72,0,,2015-05-14 08:38:40
415,61,0,,2015-05-12 23:16:29
416,5,0,,2015-05-09 23:09:55
417,55,0,,2015-05-06 10:42:05
418,153,0,,2015-05-05 04:27:58
419,181,0,,2015-05-04 15:02:48
420,125,0,,2015-05-03 13:03:00
421,12,0,,2015-04-30 17:10:37
422,143,0,,2015-04-28 07:07:23
423,171,0,,2015-04-26 06:54:57
424,72,0,,2015-04-27 01:58:42
425,197,0,,2015-04-25 03:17:03
426,114,0,,2015-04-23 19:12:42
427,104,0,,2015-04-23 14:34:53
428,39,0,,2015-04-22 09:06:22
429,130,0,,2015-04-22 19:38:09
430,81,0,,2015-04-19 14:16:55
431,121,0,,2015-04-16 15:26:21
432,40,0,,2015-04-15 12:40:41
433,183,0,,2015-04-15 23:14:47
434,102,0,,2015-04-09 08:08:18
435,197,0,,2015-04-07 04:55:51
436,10,0,,2015-04-05 12:51:30
437,165,0,,2015-04-04 21:22:01
438,144,0,,2015-04-04 10:52:13
439,172,0,,2015-04-03 00:09:42
440,111,0,,2015-04-02 22:09:33
441,126,0,,2015-03-29 11:55:10
442,179,0,,2015-03-29 20:26:17
443,33,0,,2015-03-25 09:56:38
444,172,0,,2015-03-24 12:16:36
445,170,0,,2015-03-24 10:21:57
446,67,0,,2015-03-24 14:36:41
447,154,0,,2015-03-21 00:11:34
448,63,0,,2015-03-21 00:28:18
449,95,0,,2015-03-20 05:04:56
450,50,0,,2015-03-20 05:54:29
451,34,0,,2015-03-18 02:58:14
452,149,0,,2015-03-16 12:39:52
453,7,0,,2015-03-16 19:34:09
454,63,0,,2015-03-13 13:14:56
455,123,0,,2015-03-14 03:37:58
456,200,0,,2015-03-11 11:55:28
457,154,0,,2015-03-11 06:53:00
458,85,0,,2015-03-12 02:38:03
459,35,0,,2015-03-09 17:40:36
460,60,0,,2015-03-09 03:23:39
461,200,0,,2015-03-06 09:43:05
462,90,0,,2015-03-05 20:07:47
463,168,0,,2015-03-05 03:23:23
464,74,0,,2015-03-04 09:33:35
465,94,0,,2015-03-04 04:45:30
466,151,0,,2015-03-03 23:39:04
467,163,0,,2015-03-02 20:06:25
468,119,0,,2015-03-03 05:34:04
469,60,0,,2015-02-28 11:11:32
470,79,0,,2015-02-26 22:15:09
471,123,0,,2015-02-26 07:36:36
472,154,0,,2015-02-24 17:30:55
473,126,0,,2015-02-24 04:18:11
474,49,0,,2015-02-24 04:57:28
475,125,0,,2015-02-23 15:45:56
476,145,0,,2015-02-20 10:23:01
477,122,0,,2015-02-18 09:16:50
478,110,0,,2015-02-16 10:02:44
479,129,0,,2015-02-16 22:33:59
480,36,0,,2015-02-16 17:09:15
481,174,0,,2015-02-16 10:12:21
482,121,0,,2015-02-15 08:20:26
483,72,0,,2015-02-14 11:04:04
484,129,0,,2015-02-15 01:06:22
485,41,0,,2015-02-14 18:33:27
486,88,0,,2015-02-12 18:51:14
487,147,0,,2015-02-10 16:22:28
488,178,0,,2015-02-09 09:13:06
489,168,0,,2015-02-08 16:02:49
490,145,0,,2015-02-07 13:59:49
491,88,0,,2015-02-07 13:28:32
492,95,0,,2015-02-07 16:02:28
493,93,0,,2015-02-07 20:45:36
494,197,0,,2015-02-02 20:47:16
495,162,0,,2015-02-01 23:45:58
496,108,0,,2015-01-29 00:55:38
497,171,0,,2015-01-28 11:07:59
498,33,0,,2015-01-28 01:25:07
499,77,0,,2015-01-25 19:47:18
500,47,0,,2015-01-24 07:47:40
501,46,0,,2015-01-24 16:36:57
502,30,0,,2015-01-22 21:24:43
503,182,0,,2015-01-21 20:20:41
504,56,0,,2015-01-20 16:30:53
505,35,0,,2015-01-20 15:04:18
506,100,0,,2015-01-19 01:32:17
507,84,0,,2015-01-17 01:14:50
508,163,0,,2015-01-17 05:39:21
509,32,0,,2015-01-15 16:41:32
510,167,0,,2015-01-14 22:20:11
511,136,0,,2015-01-14 22:15:10
512,7,0,,2015-01-14 05:15:54
513,24,0,,2015-01-13 10:46:15
514,165,0,,2015-01-13 01:03:49
515,184,0,,2015-01-09 18:05:34
516,127,0,,2015-01-08 20:33:32
517,23,0,,2015-01-08 07:11:24
518,187,0,,2015-01-08 05:02:38
519,18,0,,2015-01-07 14:26:39
520,125,0,,2015-01-07 03:54:04
521,128,0,,2015-01-05 11:57:38
522,44,0,,2015-01-04 18:44:20
523,200,0,,2015-01-04 00:51:02
524,10,0,,2015-01-03 20:16:56
525,96,0,,2015-01-03 17:08:30
526,19,0,,2015-01-02 13:52:05
527,66,0,,2015-01-01 13:07:19
528,188,0,,2014-12-31 08:22:27
529,25,0,,2014-12-31 19:39:03
530,22,0,,2014-12-31 07:13:39
531,192,0,,2014-12-30 23:37:02
532,164,0,,2014-12-30 10:11:24
533,196,0,,2014-12-30 01:20:52
534,162,0,,2014-12-29 01:08:39
535,164,0,,2014-12-28 20:06:08
536,89,0,,2014-12-28 09:08:20
537,197,0,,2014-12-26 22:05:36
538,121,0,,2014-12-26 20:33:05
539,127,0,,2014-12-25 16:42:59
540,176,0,,2014-12-24 11:54:56
541,193,0,,2014-12-23 22:15:57
542,98,0,,2014-12-22 15:58:28
543,24,0,,2014-12-22 18:22:59
544,132,0,,2014-12-22 03:48:14
545,152,0,,2014-12-21 17:32:59
546,54,0,,2014-12-22 04:55:56
547,174,0,,2014-12-17 21:20:04
548,194,0,,2014-12-16 18:17:22
549,141,0,,2014-12-16 10:42:05
550,100,0,,2014-12-16 14:42:58
551,25,0,,2014-12-16 13:58:14
552,74,0,,2014-12-15 23:00:41
553,103,0,,2014-12-14 09:38:32
554,68,0,,2014-12-14 20:15:11
555,160,0,,2014-12-13 16:19:11
556,89,0,,2014-12-14 05:31:29
557,189,0,,2014-12-12 17:19:21
558,41,0,,2014-12-12 22:05:39
559,103,0,,2014-12-12 00:36:12
560,150,0,,2014-12-12 04:28:32
561,116,0,,2014-12-10 12:00:45
562,154,0,,2014-12-10 04:38:14
563,47,0,,2014-12-08 10:02:23
564,120,0,,2014-12-08 10:54:16
565,72,0,,2014-12-07 12:02:53
566,47,0,,2014-12-06 20:13:18
567,11,0,,2014-12-07 05:36:59
568,79,0,,2014-12-06 08:28:59
569,162,0,,2014-12-02 13:49:20
570,88,0,,2014-12-01 08:38:25
571,59,0,,2014-11-30 23:13:00
572,182,0,,2014-11-30 16:47:32
573,149,0,,2014-11-29 13:09:27
574,52,0,,2014-11-29 08:28:41
575,38,0,,2014-11-28 23:39:38
576,118,0,,2014-11-27 10:15:59
577,45,0,,2014-11-27 12:20:55
578,92,0,,2014-11-28 05:20:48
579,64,0,,2014-11-25 10:01:41
580,100,0,,2014-11-22 15:47:05
581,189,0,,2014-11-22 13:10:40
582,183,0,,2014-11-21 12:23:46
583,103,0,,2014-11-20 14:26:15
584,110,0,,2014-11-20 00:28:04
585,188,0,,2014-11-20 03:07:35
586,198,0,,2014-11-20 04:33:09
587,56,0,,2014-11-19 12:13:47
588,173,0,,2014-11-19 09:45:52
589,169,0,,2014-11-15 22:40:37
590,8,0,,2014-11-15 05:03:24
591,108,0,,2014-11-15 00:39:40
592,1,0,,2014-11-13 13:26:46
593,137,0,,2014-11-13 11:45:21
594,56,0,,2014-11-12 21:12:54
595,116,0,,2014-11-12 03:33:36
596,91,0,,2014-11-10 11:34:48
597,183,0,,2014-11-08 09:43:15
598,17,0,,2014-11-08 07:53:54
599,99,0,,2014-11-07 20:42:44
600,154,0,,2014-11-07 23:19:34
601,33,0,,2014-11-07 18:17:18
602,27,0,,2014-11-06 23:03:29
603,191,0,,2014-11-07 04:00:29
604,154,0,,2014-11-06 19:20:00
605,137,0,,2014-11-05 21:56:59
606,152,0,,2014-11-05 14:03:01
607,31,0,,2014-11-04 23:54:00
608,141,0,,2014-11-04 13:08:36
609,199,0,,2014-11-04 16:31:49
610,14,0,,2014-11-04 19:00:09
611,98,0,,2014-11-03 06:49:36
612,89,0,,2014-11-03 09:06:27
613,14,0,,2014-11-02 07:25:07
614,162,0,,2014-11-02 18:37:19
615,146,0,,2014-11-02 07:02:55
616,99,0,,2014-11-02 13:37:15
617,20,0,,2014-11-01 13:48:58
618,174,0,,2014-11-01 17:38:31
619,6,0,,2014-10-31 16:50:46
620,98,0,,2014-10-31 11:29:59
621,76,0,,2014-10-31 12:23:00
622,189,0,,2014-10-30 19:22:37
623,3,0,,2014-10-31 04:42:51
624,43,0,,2014-10-30 01:31:35
625,128,0,,2014-10-29 15:48:46
626,105,0,,2014-10-28 10:51:56
627,20,0,,2014-10-27 08:17:32
628,96,0,,2014-10-27 13:11:23
629,37,0,,2014-10-26 21:50:22
630,3,0,,2014-10-26 10:31:33
631,189,0,,2014-10-21 16:52:03
632,111,0,,2014-10-21 08:33:28
633,159,0,,2014-10-21 03:43:27
634,16,0,,2014-10-19 22:55:33
635,30,0,,2014-10-16 23:45:00
636,121,0,,2014-10-16 10:33:27
637,128,0,,2014-10-16 11:03:27
638,61,0,,2014-10-15 13:13:32
639,104,0,,2014-10-13 13:56:19
640,123,0,,2014-10-13 20:53:10
641,132,0,,2014-10-12 10:54:20
642,76,0,,2014-10-12 23:39:25
643,125,0,,2014-10-11 16:41:01
644,116,0,,2014-10-09 09:32:18
645,37,0,,2014-10-08 07:45:26
646,164,0,,2014-10-08 10:34:26
647,13,0,,2014-10-08 04:30:10
648,196,0,,2014-10-06 09:44:06
649,27,0,,2014-10-06 12:41:07
650,17,0,,2014-10-01 17:02:56
651,137,0,,2014-10-01 12:12:07
652,131,0,,2014-10-01 09:57:03
653,176,0,,2014-10-01 14:54:20
654,163,0,,2014-09-30 06:01:38
655,3,0,,2014-09-30 07:12:48
656,39,0,,2014-09-30 03:41:16
657,150,0,,2014-09-28 06:24:52
658,9,0,,2014-09-26 20:44:58
659,86,0,,2014-09-26 08:10:55
660,7,0,,2014-09-26 05:38:58
661,195,0,,2014-09-23 20:07:25
662,184,0,,2014-09-22 12:27:57
663,130,0,,2014-09-22 22:54:42
664,10,0,,2014-09-21 05:12:09
665,45,0,,2014-09-19 08:24:16
666,121,0,,2014-09-18 17:34:59
667,139,0,,2014-09-17 12:17:55
668,191,0,,2014-09-15 08:41:57
669,140,0,,2014-09-15 04:21:24
670,183,0,,2014-09-14 08:15:08
671,46,0,,2014-09-13 08:21:15
672,48,0,,2014-09-11 01:18:44
673,10,0,,2014-09-09 07:36:05
674,42,0,,2014-09-07 22:51:09
675,138,0,,2014-09-06 07:50:38
676,189,0,,2014-09-04 21:46:52
677,183,0,,2014-09-04 08:11:54
678,75,0,,2014-09-03 14:19:26
679,115,0,,2014-09-03 15:39:48
680,182,0,,2014-09-02 10:21:53
681,36,0,,2014-09-02 14:29:44
682,193,0,,2014-09-02 20:33:01
683,71,0,,2014-09-01 04:34:47
684,116,0,,2014-08-30 14:49:12
685,170,0,,2014-08-30 08:36:38
686,192,0,,2014-08-28 22:19:17
687,42,0,,2014-08-28 23:39:05
688,48,0,,2014-08-29 01:23:48
689,94,0,,2014-08-28 09:13:22
690,146,0,,2014-08-27 19:10:06
691,178,0,,2014-08-26 23:46:45
692,138,0,,2014-08-25 16:02:08
693,31,0,,2014-08-26 00:50:14
694,87,0,,2014-08-25 06:16:52
695,36,0,,2014-08-21 08:55:03
696,107,0,,2014-08-20 09:56:05
697,78,0,,2014-08-21 00:14:17
