,payment_id,amount,timestamp,id
82,1,799.0,2014-08-02 09:45:04,f60901a680697aa202d2397df9344876
83,3,4000.0,2014-07-29 09:17:25,e76976cffefd5a51a28cdaab3bd05a3c
84,2,16998.0,2014-07-15 19:30:40,be1ee46c9500b6591c21b72adc2a8ed1
85,3,1500.0,2014-05-28 06:51:06,eb3bf08e0701241ad2629f13d11946a9
86,2,2097.0,2014-05-08 14:02:25,0aa956c4173dd5c89aa4439851bcb02c
87,2,1800.0,2014-04-15 16:07:23,aad5e92185fdf466ced623e44376c2f7
88,1,3147.0,2014-03-01 18:26:57,27401f6eb5ac5f0d2915b367c03eaf6b
89,1,999.0,2014-02-22 19:35:17,94da7a465f493e5b9a70374326bc993d
90,1,3996.0,2014-02-09 20:57:27,cb3fcfad8cf5cadc03610ff33875f2b3
91,1,1796.0,2014-01-29 16:48:38,c4179838822cd812ee7cc09357a26512
92,1,850.0,2014-01-03 09:41:35,d10f9a5d2d8ec8c281d9153422d812c6
93,2,2499.0,2013-12-17 20:34:18,f981361b7a2a00976d45305ac2a390a1
94,1,899.0,2013-11-21 06:30:41,a8512903e6ff0f121a90954d5d744a9d
95,3,1060.0,2013-08-05 15:43:23,40c7930259d46b494c46244162c2ff41
96,2,1750.0,2017-07-22 01:15:10,2d3775ed4c803cd9b6f1781736dc4385
97,2,1090.0,2017-07-17 12:12:16,983576f28ae735c37e8b7b12cf648344
98,2,4170.0,2017-04-22 18:03:45,5ee293d3312c4b042dcecd3fbcd591d2
99,1,3196.0,2016-12-19 15:57:03,7c488c0f1e395c57c91d90f444ab4c6f
100,1,13996.0,2016-09-02 20:49:29,08c4589cbc1c0873fcdc8cd599cd1508
101,1,103341.0,2016-08-27 16:12:57,a4645837a8966cd4e7bab18ad5004921
102,1,2900.0,2016-08-26 14:14:29,e71515048ea1d2352dec5e9fe1648cb3
103,3,130407.0,2016-08-09 20:23:22,19e3883731ffc2d3065a0ee4c8cebaf1
104,3,459.0,2016-07-27 01:00:44,aedeacd68ffee08e190721cf95af618e
105,3,2796.0,2016-07-23 02:01:12,745a72bc9ef9ba592662fa75d82f702b
106,1,830.0,2016-07-10 04:43:58,2dd2b196408efe2da6f0972bcd7c8481
107,3,1185.0,2016-05-26 21:49:18,6df8996da012d303ad6ad0753739ab91
108,1,2396.0,2016-05-18 06:14:45,66b5e0fe1b5aa752d33474a2ad64d22d
109,2,1650.0,2016-05-18 18:54:41,e9de12415e1ca61f0638790d20c9279b
110,2,5600.0,2016-05-08 17:05:37,8ec15aa077aad8760eb04150fee4fa62
111,2,798.0,2016-03-16 21:52:33,b7172878081c62f56d7ef406bde8420f
112,2,1200.0,2016-03-02 21:52:42,2226cd87216b33fc51b2b993fadd73eb
113,3,3996.0,2016-01-15 16:29:48,1fa8830c250ff0318f71974f231f6600
114,2,100875.0,2015-12-09 00:29:00,825656eeda8e56e6a08528af57ffa462
115,3,1797.0,2015-10-14 04:37:32,8ed1b5314b714f1b41e04a3025e8e825
116,3,1284.0,2015-09-28 12:24:35,d4030a6fe27412bcbdbaf1b859b4dc8d
117,1,2598.0,2015-08-25 07:45:17,463aa2dba2076549e8137301ee256672
118,1,3300.0,2015-07-06 12:52:15,cb1aabac0e18814bf1b29391cf9036e4
119,2,3890.0,2015-03-06 19:34:05,0267e98904ae82647e524603c644ba26
120,1,16800.0,2014-09-27 07:30:53,c2403c20eaa1f50e675a20fe864d0fb2
121,2,299.0,2014-08-12 23:01:21,1fdb6e44eeaf2ae9e5b8147c490212cf
122,1,3897.0,2014-07-05 06:03:11,5e3d04557b52eda1926f522c2ecc759e
123,2,3996.0,2014-06-30 11:20:03,549b27981d42fc58e479f43ca0de8039
124,3,2895.0,2014-05-22 04:57:38,7d6fade5b51625e4a3563ac08ad79066
125,1,1499.0,2013-08-11 15:58:28,9ff894ff12e2edda0e59441752a4695b
126,1,3980.0,2013-09-20 02:28:01,0cd894bdd546c3ad02764e6b16781e8a
127,1,3196.0,2012-09-13 09:22:04,e666b6b836e01b672e95c83b7c2d01ec
128,1,1299.0,2012-08-20 01:56:05,49ccea64ee579ffd5defc135c607b094
129,2,598.0,2017-12-12 10:26:37,9802e34c6d8d7ad1d4f86b9ea870bc18
130,3,1198.0,2017-09-29 12:59:56,7f13f7790769e46de78683ef7d585c08
131,1,600.0,2017-08-23 21:52:31,e07853951ed7075ebbcb75bc45a4a624
132,3,1998.0,2017-08-16 09:16:00,12bde56ca4fd0a8cccfcc5af999c034b
133,2,859.0,2017-08-08 21:03:45,75d27af2ec8465517dffc6cab413a693
134,3,2400.0,2017-05-17 12:21:05,58e91739f10b79d3fb9af9dce146c600
135,1,799.0,2016-10-23 02:20:42,a426574af0d624e7d6603a4a02f132c5
136,2,55.0,2016-06-13 05:16:13,e817b24df4def4a80a9c4cc5ebf62119
137,1,2664.0,2016-06-07 07:38:05,121d8281709a066a01e379610e3f020d
138,2,4598.0,2015-10-27 12:28:33,e3cc4fbba669fac329675dfd88c63afb
139,3,2796.0,2011-10-19 03:02:34,e0000e16244b824e783fc65a088c507a
140,3,4497.0,2017-01-02 09:21:15,12d4c4d66dc6e05e719644f620cd2b9d
141,1,33897.0,2016-12-21 16:33:49,dc8fd0d171392f449526f68ace947d65
142,2,3600.0,2016-11-24 17:58:16,4856fdbd71da29c9e8f03e8cbd17948f
143,2,1320.0,2016-11-18 20:10:35,684e18bcba842624c6276d17251c40f2
144,3,7000.0,2016-10-10 03:00:22,ac28421f6cb7ce02d5b90ec8a50c4f18
145,1,6760.0,2016-09-12 05:18:42,4e78bb09a78166822af390a32a20ec41
146,1,5998.0,2016-08-19 23:06:41,06e48ea975ae5835976c8c1bb84ca176
147,3,3998.0,2016-06-22 15:17:35,878f47b0ee7df6ef3cdd334cc42dcbb6
148,3,1999.0,2016-06-08 07:09:59,8e405402f811c2a1587101b8cf6b0118
149,3,9585.0,2016-05-09 22:20:20,e4d2214f21ce46ed9c38fa894944c1c9
150,3,7485.0,2016-05-04 01:53:43,bef35eb62a039fc0840c4ae52dc3817d
151,3,6000.0,2016-04-25 14:06:05,433a96605a91b79902caa51b0ed11084
152,1,109800.0,2016-04-19 20:04:55,10e5a2434086982e2ffb67ba657403b2
153,3,1390.0,2016-04-18 03:49:59,7a359a05a848778e04464aef26964681
154,3,399.0,2016-03-29 20:14:23,19b4b9565c0ddb75bda6f8283ab36d9e
155,2,6796.0,2015-12-15 14:29:33,da2a33feec90a40c28f3a49ec05cb9d4
156,3,1198.0,2015-07-07 13:02:09,49b1ea730d342688e966c56152e95900
157,1,1295.0,2015-01-13 04:33:09,918069fc4c3d647ff7eeabf6d1320dbf
158,3,2796.0,2013-03-07 06:23:54,a32b4583041fb91e1be291d2e5698909
159,2,1500.0,2012-02-06 14:40:58,af8a8123371b60fc65313e9240ec4a81
160,1,3020.0,2016-05-15 13:12:42,0b767cfe6586d15b0bbe8b4ecb19baa0
161,2,996.0,2016-04-27 13:56:42,88cc7e1d2678beed0b6a340daa5e2ad0
162,3,2499.0,2016-04-18 06:31:01,c9ce5adc0f57cfb85b10f0a0d4bf1305
163,1,3996.0,2015-09-19 16:34:25,3182d583e8fda667e6d62ac0531cb976
164,3,5997.0,2014-05-20 23:41:20,3d1b33c2296a37570bbda79010f5686a
165,2,3996.0,2011-02-17 01:20:04,18a0e8b4a90f1ad7c149c5327cdc4afc
166,1,2385.0,2007-07-22 06:42:50,93a7e3f4f05b22223827c61772a5813f
167,2,3150.0,2017-07-17 08:54:14,7ec4997016c1235c44b6226e121cccb7
168,1,2796.0,2017-06-25 02:07:30,6ab05b5b2d4cb95519f025f94ccffcfb
169,2,1499.0,2017-03-29 16:41:10,b99353d8ae7983346dadb56fc4e02584
170,2,11596.0,2017-01-15 02:29:44,b9101ff78fa61f6b76bb784aaa284d1e
171,2,5600.0,2016-12-13 10:36:32,7d3bcb61f21163c2a65a809662277d28
172,2,12760.0,2016-11-16 11:28:02,247aa09d8bed3a8071fddf07d94c18fc
173,2,17340.0,2016-10-25 17:03:52,cd94109886def55db0c5d8752cde21dd
174,1,3500.0,2016-09-12 02:58:45,337392b3ce9017031f12da623e7af2c0
175,2,3650.0,2016-08-28 18:33:31,b3a50b1b3523c750c940705134d9cccb
176,3,1500.0,2016-05-25 11:43:24,481f2074726c4da1fdf5bf1910c7c9b0
177,3,2427.0,2007-09-07 00:49:02,f0d4a43ac4d70a2b868bcdcb07d426b1
178,1,3998.0,2007-02-01 21:02:06,a221e7923c4e95f537619f5d297a759c
179,2,1998.0,2006-02-21 07:43:01,d3f8b8abe59c3fd411cbbe5d596e243a
180,3,999.0,2004-12-08 12:04:00,aa09d5bb47e9531792e1fbb987ab69f7
181,3,5196.0,2008-11-02 11:16:33,1ef1943f5656668f425c3c69bc76551e
182,1,1499.0,2008-09-07 08:40:18,8d83e6a5f5444beb627bd82037dc2387
183,3,3405.0,2008-02-08 04:49:33,94dd09454e7d7075306798836cc666bc
184,2,530.0,2008-01-30 01:42:20,cffe2b12b3b5ed369d296bc1bd783128
185,1,705.0,2008-01-20 08:50:34,55f469ddcff0db56afe24556f99328d8
186,3,2199.0,2008-01-12 15:30:54,674c8b9496de8e1f74a9d9791f626453
187,2,1197.0,2008-01-10 19:47:56,2db5af21e175294a6c3275d051b92b90
188,2,1399.0,2007-12-27 15:48:58,38a735675f0dcf71a8de5d238efe9a51
189,2,1499.0,2007-12-20 07:19:05,b8fcdd0db0c0628d73c23eb39e2507a4
190,1,599.0,2007-12-03 11:07:47,810522d0ccdd4cbbbc0a3972199f63f6
191,3,1000.0,2006-04-27 21:40:49,9a29155dcc9196cc5cb1d55ef7efbfda
192,3,5170.0,2006-03-09 06:03:04,a4daefa4b47a4fa83315e151f961cce9
193,3,7500.0,2006-03-02 11:17:13,771583b93b30d17a64f14b3c56a2bf11
194,1,1440.0,2005-08-22 23:02:27,15f0541dd98580a5dfaa0adb9983823e
195,2,14600.0,2005-08-01 23:58:12,547e917aa71c62c541aaa5d01eed9348
196,1,8396.0,2004-09-19 22:51:41,3a8e54615875c507711b8abb09c665b5
197,1,1999.0,2004-01-29 10:33:16,2b73cb86e58579a6bf2714b97701c054
198,1,99226.0,2003-12-30 03:24:45,51ed5c0b007118f49ab7b3a3f0c465d5
199,3,85202.0,2003-11-19 20:28:12,8856eb47d49b35cdaf7eb2bb3a271f5e
200,3,2312.0,2010-06-04 17:56:44,3b4c38905312fec4b9f77a3a134fa5f5
201,2,1998.0,2010-01-08 01:18:55,24b0911eda3176ffcdbc0705b8f80810
202,1,18900.0,2009-01-07 11:05:55,6187fa509162aaf4168c878cf0d86ffc
203,1,890.0,2008-01-09 02:49:22,da86b87b3176800fcdc0e7b1538c8fbb
204,3,599.0,2007-01-03 14:46:34,46b81ca4fb1e47650ef30358e9146c24
205,2,999.0,2006-06-02 23:15:10,28a91a350d406052c6f12f50df5f13dc
206,1,3200.0,2011-05-18 23:07:48,73d5c5dfb506fb0469ef3a6c03c06ae5
207,2,81135.0,2010-08-20 01:50:01,58dc33ca29aa42fbbe7fcd1956ad3c4f
208,1,6395.0,2009-05-09 04:19:54,0c4d1fcec9cad40e701be1e0f0e19cfb
209,2,599.0,2007-10-28 18:23:04,ae85e41ffb0aecca1985163455dec22e
210,3,4900.0,2012-01-02 01:18:10,e215ef653dc46fb4a0865cc9b5b06a63
211,2,1098.0,2011-12-27 08:24:40,ed3b6b2226ad57b145b0f145d5f1dd75
212,3,3996.0,2011-12-08 00:16:45,3bf4aa8a749368223dcae1be78d2dc6d
213,2,849.0,2011-11-13 13:29:31,a18900badb1d575f97b7ea446e2f6c64
214,2,1767.0,2011-08-26 01:14:26,0adae5b4bcc03d3432b113c470ed1e2e
215,1,400.0,2011-08-03 01:51:55,9342fc1c010b14f280a92d50b63a9f51
216,1,7500.0,2011-04-21 19:42:08,b5d275ff5d6ac061e3a05ffa360dee7b
217,1,1497.0,2010-11-16 21:04:59,f6555abf6fbab5460735f14b1ce459f6
218,1,999.0,2010-07-05 07:08:59,833d6d3ed8984473e7d9e6e8b22bd635
219,1,480.0,2010-06-05 13:10:59,4af8c9b761b597831ff1d9c99670de37
220,1,17997.0,2008-04-29 19:58:52,27de602be9d007a78e46c685f5f62038
221,1,1258.0,2013-05-30 11:22:04,1f5b8e624d0bc851107bc85ed9570fdb
222,2,3996.0,2013-05-18 02:26:03,dde24818b5331260ad1e5eebe1078d4a
223,1,1150.0,2013-05-10 15:38:00,2c8bad5fe41dfed34169c46066becafb
224,2,3198.0,2013-01-12 09:55:18,1a131ca624bfa58d831191541b24dc94
225,3,11431.0,2012-12-25 21:55:14,2ace8c89a3021b12a52754b367174a35
226,2,1398.0,2011-08-29 18:38:08,6cd9da4525c19228b89be64879410c3f
227,2,154500.0,2011-03-05 17:44:04,361c8b0566019a6854b666cae0be99b8
228,1,1497.0,2011-01-30 13:09:01,5a38bb325a0913f926daa7359a455d00
229,2,3596.0,2010-12-09 19:37:32,45e77e1602300e5963aa04cf93f5cc6e
230,3,680.0,2010-11-24 16:24:15,5aa09186460ee8cd0e2a73792bcd5a98
231,3,38615.0,2006-11-17 16:48:24,80813cb00201b6ebd306fb500beb0a20
232,3,2997.0,2008-04-07 12:10:58,badb3e21840bf25ead48e47354542195
233,1,1197.0,2007-09-13 09:52:51,29b67e3031064b8d1547e916303b3eeb
234,3,18000.0,2007-07-26 10:03:38,47c1980e5f0afdb7ad72bdc236ad6b7a
235,2,918.0,2007-07-20 21:26:51,c9b33986139fdbebd3b08e56da96d042
236,2,5999.0,2007-05-22 14:40:52,99a6fcc19c001bcd7e23ff0828ecfd87
237,2,1500.0,2007-05-16 06:56:58,6995d251633fec498422f54786b2ffc4
238,1,5996.0,2007-01-19 13:36:04,6efb7b5db62a2367ad12f4aaad38d0e5
239,3,1198.0,2007-01-18 03:20:26,2ae29c978cd00515d3b2a0e457c11d03
240,3,1099.0,2006-07-03 12:49:52,30bd62051104ab0026251e64a6cc24bb
241,2,1500.0,2006-02-27 04:18:34,012f6c830dc596ff68d33917f55643ac
242,3,2996.0,2010-05-22 20:36:07,911d5034a99de71a0bf9bf1c97027e68
243,1,52032.0,2010-05-20 09:29:25,cf1ad31ec84de92d65ccec1e31c7d8c9
244,2,6380.0,2010-05-19 06:30:18,beabc8b1392c197ea73b3bf080408166
245,2,19600.0,2010-05-17 21:50:16,acb2e0849870dfc53b613f298ae7622b
246,1,2550.0,2009-01-11 15:34:54,6279c6c85884416dbdc480bbc5830504
247,3,13497.0,2008-10-30 12:30:36,ebbc89599eb0a7c5121fa45eae18d7d4
248,1,2997.0,2008-08-31 00:57:13,b0d2160b7161a4fa816485a9b0989b5a
249,3,2097.0,2008-06-23 21:19:48,bc3cfca83f90e6686b754943544c0191
250,1,3894.0,2008-06-05 18:41:22,71bb794e07f1761c804e05ea832459be
251,1,9980.0,2008-04-08 08:41:10,9d155dd3f7471b6bfb2d05c53085a877
252,2,2697.0,2016-08-04 04:24:34,faa35125978934524e545744e4483885
253,1,2396.0,2016-06-28 15:05:41,9ee0b8e6aafa77e6f9c20388a03873e1
254,3,2199.0,2016-06-22 09:08:23,f4637afa2584c0d99505c64af770babb
255,2,4900.0,2016-04-18 15:17:56,6c3200c740978fc3c70b7cee41c6a875
256,2,2997.0,2016-03-21 18:25:05,5aee3924246e1910a4fd4cf3228d51bc
257,1,2000.0,2017-05-15 20:16:43,ed3146f82a4f71151f423439647d3416
258,2,1204.0,2016-12-30 13:52:49,a5fd37e44ac4ef64230c407546f91891
259,1,900.0,2016-12-28 09:56:17,2cb9c36c64fe6606469aea251cc9e849
260,2,849.0,2016-12-07 18:16:00,4ac08528854555cde315f1d1415b7c8d
261,1,750.0,2016-11-14 07:25:50,71814ca7a39408d426227fdf25d29f3a
262,1,1800.0,2016-11-08 14:18:48,46df25fc73b6b5d44f61594b29d5dfa2
263,2,715.0,2016-10-31 20:20:41,5c3da5ad6b349ef08577b2d29273ef44
264,3,9596.0,2016-09-23 02:33:34,fc761558dc24f221d860fddf2f7f92ef
265,3,4500.0,2016-08-22 14:33:24,790dae5d486cd2a4a4cd5c06152aa0cc
266,3,1998.0,2016-08-16 14:11:27,450cabc1db0157265f5fd15e6c4a943a
267,1,3996.0,2011-02-22 23:03:32,16ab1c7d067c25899fd755df9f163a00
268,2,3998.0,2010-10-16 15:25:32,8d56409336cf226c56cd04433d5100e6
269,3,4396.0,2009-11-02 23:27:31,724b2ca30da91f271ebe35cbdd5cf7e5
270,3,1998.0,2008-11-11 01:18:18,2792df2aefcbbd1097ef88611de253c8
271,2,4797.0,2015-09-08 16:39:09,91b495f6ec1e91891676ab7af98f3468
272,2,3597.0,2015-04-13 14:16:27,3bf38ba989543f8e0b12b4ad6c4ec507
273,1,525.0,2015-04-05 13:15:37,d71f83a936f9df316aa3125b348a79a1
274,3,1356.0,2014-12-15 19:00:21,b014ba4199b9f3b2785548d0afbc8d61
275,3,20341.0,2014-10-08 10:40:50,2400e4027d71956350b55844726c75ab
276,2,5097.0,2014-09-26 06:53:07,25d38d7c5e4c42acf0397224d64b48c8
277,2,4900.0,2014-07-12 05:40:56,799ad02125b54609cb59b6ef6513ada3
278,1,549.0,2014-02-14 22:40:57,85aebd5c253e142217b899ecb903a58a
279,3,2398.0,2013-06-25 00:49:58,da09a7983c423664db51f37b50b2c539
280,1,5000.0,2011-10-16 20:03:24,b4688a743b138698839312e10c76be34
281,3,998.0,2016-08-29 22:51:04,85bb8b803952888578fd91df08519e62
282,2,2997.0,2014-07-18 14:20:37,8b44d89002b27c238ab4a0ed91948a7b
283,1,1944.0,2013-06-09 01:35:32,e42b0de3b4145fb609038edc8cd2dda1
284,2,6396.0,2013-04-05 03:39:45,6fa4995eedfb60b8b90882d5187e1551
285,3,3778.0,2013-01-28 06:45:18,a804bb40c5ba5f7a8485ba81a5d3fc28
286,2,375.0,2013-01-16 22:57:27,15c2a053470d0aa7ffa13695b4491f22
287,2,3897.0,2011-01-03 05:10:46,a1c25484011ee5b394bd5b3d0d9bd1e2
288,3,7180.0,2010-08-10 08:38:13,2e5fd752665b621d4364b1de5007ac32
289,2,1396.0,2008-09-07 11:41:46,2068dad6feb92516425e36e14aedc516
290,1,11940.0,2006-07-08 18:40:05,e2da1a0226cc68641e3a7eccb8c5b01a
291,1,3996.0,2010-07-11 14:42:12,2fa1d93792d0104beef50d479c5cfe73
292,1,4797.0,2009-05-13 06:44:45,d7a83e82fa4b624cfbb1370eb6d24e15
293,1,1654.0,2017-10-04 19:31:16,91d923a1511b5e0c5c29c2cc0116bad5
294,1,1596.0,2017-10-03 14:25:37,1c27c23d0d827fb12a06cdab6f611fc1
295,1,1116.0,2017-09-11 00:29:11,df302c7610169786684411851661e5cb
296,2,999.0,2017-09-05 03:08:37,15632e1eb0a64a17514361eae79b9ca6
297,3,2396.0,2017-08-19 10:01:56,6d1bf5a6d3c7fd4a38b77f324ebd6421
298,2,5996.0,2017-08-17 01:07:17,09606a72962e38544d01524af47469f1
299,2,6998.0,2017-08-14 20:36:55,f5e24bb19d7dc6a8e3c892df66dae9a3
300,3,3940.0,2017-08-03 17:52:20,b80a297c29a078720a4bacb94fb4d62f
301,1,3897.0,2017-06-28 20:05:08,f68c781f437b9743bc534a781b6fd2cc
302,3,14700.0,2017-05-29 18:57:01,f64be860e94282979e564078d295697c
303,1,46956.0,2017-05-10 17:40:24,39b42fc3832a9f291118940db0dad5d1
304,2,4497.0,2017-04-15 22:07:16,d5e957f26837fc5b82a3ea4a0da494ab
305,3,740.0,2017-04-12 06:32:48,666557efd2528175f4d17037f1ea0123
306,3,1010.0,2017-04-05 06:58:47,034b4fe9c1c07ce660c463ddd274d6f4
307,2,2360.0,2017-03-14 01:39:21,299fca7d1993ad8aeb75f51c03e4b9fd
308,2,23960.0,2017-03-08 11:00:43,9e4b6d6c154fc2fa96ac8998761c885d
309,3,2999.0,2017-01-31 15:09:46,0ca5571ce5fe2c27a19a9b12731140de
310,3,3297.0,2017-01-24 22:47:04,2f9872978acce2c22f8f3a61de427bce
311,2,2980.0,2017-01-19 12:13:04,b61e3f3d6f5b1b3ef8568768a512bf8c
312,1,2400.0,2016-12-11 10:45:01,2c6046185fd0f3dff9e0f4e217c9dca9
313,1,3000.0,2016-11-30 10:13:08,673073e4389e82816b0538fab508ef06
314,3,4800.0,2016-11-30 06:06:05,609597c90044fefc9f7a22057327e24e
315,2,8997.0,2016-10-30 00:21:14,91b7f496cf47b28e6422316bd437630c
316,1,2560.0,2016-10-25 00:35:46,8eef52947b6ef6e787a85f65a4cb3e6a
317,1,3990.0,2016-10-15 15:31:04,f2aa99fde90cd7b6c75a997269e61bfc
